Wall time,Step,Value
1714988391.2165968,16384,-52.609493255615234
1714988520.9516501,32768,-56.19093704223633
1714988658.8776417,49152,-55.64215850830078
1714988795.0269344,65536,-56.21531677246094
1714988925.6988869,81920,31.300661087036133
1714989052.4699194,98304,31.555572509765625
1714989178.4971826,114688,31.26596450805664
