Wall time,Step,Value
1715100760.40816,16384,-50.82076644897461
1715100898.8883853,32768,-48.895118713378906
1715101036.6596706,49152,-50.59908676147461
1715101174.5255947,65536,32.25593566894531
1715101311.8514853,81920,33.69176483154297
1715101449.1653633,98304,-52.01443099975586
1715101586.520942,114688,-50.99570083618164
1715101724.0381236,131072,32.24134826660156
1715101861.1367311,147456,-50.26068115234375
1715101999.6854517,163840,-55.61903381347656
1715102137.5261238,180224,34.338558197021484
1715102275.953145,196608,-50.23981857299805
1715102414.279693,212992,34.651222229003906
1715102552.553838,229376,-50.19207763671875
1715102691.6217723,245760,-52.82990264892578
1715102829.5343409,262144,-53.13960266113281
1715102967.2666194,278528,-50.4105110168457
1715103104.552999,294912,-50.90009689331055
1715103242.6236684,311296,34.58146667480469
1715103382.0375628,327680,32.51461410522461
1715103520.3874943,344064,-54.905181884765625
1715103658.6034813,360448,-54.54579544067383
1715103796.4463441,376832,33.48344039916992
1715103933.81427,393216,32.88705062866211
1715104071.9719882,409600,-55.334808349609375
1715104209.5301208,425984,-51.12810516357422
1715104347.0917952,442368,34.530574798583984
1715104484.3343265,458752,32.81455993652344
1715104621.5937297,475136,32.76327896118164
1715104759.687624,491520,-49.96779251098633
1715104897.4015055,507904,33.186439514160156
1715105034.7371242,524288,-53.22922134399414
1715105172.0336688,540672,-54.12305450439453
1715105309.699739,557056,32.03534698486328
1715105447.22784,573440,-54.063621520996094
1715105584.753226,589824,32.687225341796875
1715105721.5790832,606208,32.879798889160156
1715105858.5116189,622592,32.44243621826172
1715105995.9193635,638976,-51.66550827026367
1715106133.7890284,655360,33.07025146484375
1715106271.936548,671744,-49.515777587890625
1715106409.4788666,688128,34.66875457763672
1715106547.2920308,704512,-50.99195861816406
1715106685.2145054,720896,32.47871017456055
1715106822.6900165,737280,32.82524871826172
1715106960.5267587,753664,-10.438660621643066
1715107097.8807693,770048,32.83451843261719
1715107235.1527524,786432,34.484012603759766
1715107373.6450686,802816,-45.93584060668945
1715107507.4397724,819200,-56.0179443359375
1715107637.319796,835584,-49.845855712890625
1715107767.5351925,851968,34.48533630371094
1715107897.4036083,868352,32.8914680480957
1715108028.9994516,884736,-50.07755661010742
1715108159.5292366,901120,32.92211151123047
1715108291.3675342,917504,-50.90557098388672
1715108434.0291495,933888,34.6269645690918
1715108576.4849875,950272,32.2454948425293
1715108719.2342672,966656,32.98773956298828
1715108862.3937814,983040,34.353885650634766
1715109005.217232,999424,-9.764339447021484
1715109147.8118412,1015808,32.62239074707031
