#{"t_start": 1678118256.5334117, "env_id": "PathColav3d-v0"}
r,l,t
-20226.576953,222,69966.487906
-20186.544635,4715,70424.31365
-20002.971499,14412,72142.072463
-20135.333002,3734,72756.779014
-20021.712573,7833,73679.793469
-20160.434217,6419,74413.720797
-20060.918311,5047,75056.626044
-20113.086669,6335,75903.318429
-20010.456797,3253,76268.742403
-20043.213258,3486,76617.543759
-20067.301478,7743,77610.09565
-20139.477464,2712,77955.354263
-20002.207471,7397,78751.144247
-20072.150902,7552,79898.01172
-20087.67289,5540,80642.339284
-20000.187682,1122,80654.024457
-20004.967167,1822,80773.849101
-20014.569358,3301,81109.938956
-20151.162953,2117,81459.110141
-20114.030409,3643,81938.588799
-20085.598407,1905,82156.394166
-20087.035923,2602,82480.69587
-20047.436252,4343,82986.484139
-20008.273895,4102,83456.666879
-20001.489415,7704,84349.751431
-20003.137574,11403,86168.380615
-7866.040451,15042,88161.843498
-20093.605533,1790,88382.045626
-20026.601761,3025,88738.156804
-20114.533953,9650,90312.668356
-20221.787095,4710,90901.608394
-20148.010431,2822,91265.888912
-20015.393835,6879,92303.34359
-20065.688495,5961,93143.462324
-20408.746434,664,93257.073669
-20214.124145,9134,94852.273325
-20184.743169,6200,95749.929506
-20189.127214,2744,96191.176001
-20133.978595,4138,96521.691726
-20269.465967,1722,96569.671319
-20276.252177,2106,96781.513924
-20051.264646,3535,97111.219023
-20001.016348,10865,97831.954675
-20002.319581,11432,98850.488898
-20139.976005,10111,99884.474771
-20086.191766,1689,100191.057424
-20020.116731,2036,100479.757749
-20056.-20001.734085,9612,101134.97-20003.-20121.714632,9690,102405.167963
-20159.114729,2374,102746.355884
-20000.201023,4916,103388.25-20000-18785.572296,17868,106132.678231
-20089.198888,7981,107228.053594
-20000.614276,10608,109130.56-17465.532892,28682,110842.811545
-20147.810213,5044,111462.44887
-20167.520767,4626,112030.630464
-20004.351449,14248,114026.837861
-20018.346757,11288,115996.414513
-20001.450255,12184,118114.729302
-20161.355206,2985,118849.608626
-20-20028.357462,8445,119819.926504-20-20007.364885,8198,121212.854174
-20022.02135,1355,121521.155798-20-20077.366287,1553,121862.986757-20-20268.71772,6464,122603.646042
-20001.870897,9511,123938.883272
-20164.959458,8675,125111.454809
-20170.459161,1657,125250.72400-200-20073.204146,1293,125373.40547-203-20173.588487,4302,125985.60947-201-20441.927287,7061,126883.610066
-20005.341727,6307,127661.751-20001.208287,12352,128448.636016
-20028.823054,4920,128926.72308
-20074.788252,2676,129311.486164
-20319.767482,1954,129511.901747
-20108.572958,5614,130083.967587
-2006-20168.85013,5891,130289.48933-201-20021.886152,2857,130619.652-20143.219263,4314,130966.43344
-20023.013991,3569,131307.347567
-20318.-20235.130507,4684,131486.64-20106.-20036.331935,6397,132035.45-20000.-20027.64097,6379,132806.422-20019-20040.501277,2786,133141.320-20107-20120.22445,3093,133400.1848-2015-20162.599632,8853,134184.391058
-20008.794839,1575,134375.712228
-20288.075564,6849,135064.277576
-20005.353816,5835,135656.116345
-20035.001761,4118,135797.773614
-20017.962965,1942,135925.197745
-20152.152964,4084,135968.967017
-20004.053799,1157,136004.713659
-20012.36891,2221,136120.843968
-20001.302099,4908,136586.567256
-20000.737849,8323,137564.464321
-20059.533315,3907,137954.6-20003.3-20098.99921,2709,138121.-20079.39-20149.575855,4930,138520.-20332.167792,6464,139056.987802
-20000.515246,4662,139453.387007
-20163.16-20001.052096,7147,139697.-20000.258833,11367,140396.141954
-20126.287498,2600,140622.039005
-20031.425366,1864,140727.298777
-20000.416028,5275,141052.010632
-20001.214667,10611,141645.507951
-20000.539063,7995,142587.754022
-20112.901477,2588,142814.149771
-20157-20061.638256,8899,143082.444-20197.44581,5306,143519.836086
-20035.262,7322,144355.416919
-20062.734867,5157,144812.452041
-20002.754276,6127,145632.296743
-20116.46128,4675,146256.441956
-20042.582553,4888,147034.175965
-20172.90945,7642,147993.127856
-20029.177468,2796,148370.180275
-20002.983128,6834,149162.649084
-20066.570671,4307,149602.93449
-20283.909445,4412,150136.207836
-20066.859629,5705,150760.838743
-20385.317975,829,150846.949665
-20101.019264,5081,151367.695264
-20054.209092,9280,152410.209894
-20057.810784,5655,152900.115541
-20014.816343,4069,153352.420717
-20167.31023,3178,153737.225015
-20227.343611,3802,154154.315346
-20188.537764,3946,154607.525731
-20000.691914,6378,155124.858653
-20001.282672,8998,156188.601008
-20149.486515,3752,156540.524302
-20002.226051,6249,157364.547051
-20004.406042,6479,157859.389951
-20073.922943,7564,158986.484437
-20006.459203,8028,159919.208556
-20108.168036,4569,160418.352717
-20083.38106,2920,160930.325839
-20365.547445,5762,161634.456702
-20053.010114,3552,162027.608065
-20168.453352,1918,162241.420743
-20199.368352,13127,163974.765925
-20038.035306,4118,164361.471879
-20077.143944,15216,166103.543758
-20131.581403,2174,166357.358706
-20000.080375,7174,167241.618757
-20186.72223,7587,168545.218855
-20073-10091.983611,19705,169624.6-18116.432381,15860,170695.64134
-20001.085094,15697,172439.798069
-20001.455292,4322,172879.149655
-20227.867724,6242,173498.73248
-20202.027384,8123,174539.95133
-20064.999577,1579,174808.225274
-20008.856935,10706,175896.754802
-20-20146.436063,9190,176372.827057-20-20025.634915,13713,178187.918891
-20063.117102,2839,178645.02253-201-20011.154894,7103,179573.231256-20-20001.608536,8656,180852.171408
-20112.712748,4167,181492.990257-2-20180.440121,5500,182243.999813
-20000.666078,5562,183107.423859
-20000.373146,7868,184169.39345-20-13918.504912,17987,186785.924392
-20001.643147,2016,187111.841071
-20120.501614,3719,187623.020927
-20121.734031,4726,188505.649901
-20078.796544,3944,189132.353884
-20560.609619,7635,190058.703789
-20003.681599,7592,191109.805477
-20001.265074,9051,192143.52661
-20008.783101,1778,192412.095787
-20030.486839,1445,192654.540723
-20001.676155,1411,192943.053134
-20158.761207,5498,193541.424685
-20159.922286,6424,194156.0845-2000-20000.24403,8445,195211.68866-20392.725083,4646,195886.5477
-20037.836602,6245,196413.416749
-20117.46865,5495,197074.126379
-20159.632993,7282,198320.516725
-9402.662896,5561,199080.955313
-20202.368724,4449,199539.81359
-20000.301255,15781,200910.671173
-20186.677448,5050,201514.17628
-20232.092376,9619,202832.178085
-20181.381026,9944,204251.77486
-20001.805434,10768,205911.841537
-20001.752039,11390,207467.134621
-20371.350852,1064,207582.004415
-20046.171006,8017,208525.512388
-20128.89535,4944,209056.548241
-20065.615347,7267,210011.561234
-20062.459305,7239,210997.202963
-20065.140277,6095,211744.462137
-20002.853629,6772,212122.806647
-20002.871647,10123,213243.912309
-20000.324541,11059,214276.890398
-20247.948527,3406,214746.129806
-20088.949307,2113,214928.980412
-20056.964908,8297,216009.164412
-20000.15856,10417,217456.611299
-20016.695416,17113,220330.902717
-20167.758268,9449,221684.774253
-20000.054179,26489,225823.674376
-20185.841373,1124,225951.350547
-2013-20108.990199,10104,217859.633-19028.438216,26920,221242.986383
-20041.963207,7772,222500.647522
-16729.041781,27190,226566.308539
-20000.533196,8976,228131.755039
-20000.75745,6336,229268.311983
-20068.96-20001.622474,23521,229805.413208

-20001.663007,16272,222220.535478
-5898.056369,14303,224692.476458
-20007.864378,1291,224957.217971
-20070.729013,11551,226277.522729
-20020.786404,10341,227981.204259
-20000.411894,10499,229839.351622
22765
-20105.128715,9605,217571.135813
-20003.430966,17640,220511.325177
-20000.076689,21136,223964.115378
-20009.072061,11689,225629.286725
-20021.692114,1889,225842.803137
-20126.377033,15163,228215.546941
-20091.955534,7595,229622.435236
-20072.44397,2713,229925.016983
01.911709
-20170.943939,7218,227518.773331
0036.674718,18222,221116.090901
-20062.08093,2193,221468.553774
-20173.361742,1762,221798.782995
-20114.424437,2962,222248.683146
-20134.774521,7257,223583.579237
-20103.590277,12479,225422.682435
-20000.118743,13498,227182.59021
,221981.368279
-20092.760351,1594,222200.744258
-20000.58668,12259,224351.011832
-20015.68954,19379,226936.832975
-20024.184538,8588,228462.173229
-20040.030904,6091,229615.736554
-20148.159486,2495,229897.776034
