#{"t_start": 1677079504.557181, "env_id": "PathColav3d-v0"}
r,l,t
-20348.96023,1782,26325.391464
-20180.410698,2732,26395.396454
-20087.737445,2364,26426.645808
-20115.173221,2726,26480.259314
-20148.358637,2757,26520.201205
-20067.788474,1549,26544.468105
-1883.032655,1083,26566.572901
-20099.308866,2457,26614.859969
-20410.318312,1782,26649.492587
-20209.113548,1698,26670.422823
-20388.898396,2747,26727.320144
-7361.703501,1774,26758.217652
-11597.866163,1574,26779.711994
-2273.427868,1127,26794.754665
-3025.054183,1284,26837.010482
-20139.432877,1625,2686-20042.0832-20009.547116,2470,2690-20058.8749-20160.66413,2289,26936-20088.23-20142.09165,2710,26974.856426
-20078.461883,2349,27027.147048
-20053.300846,1218,27044.8471
-3034.131696,1398,27062.345795
-5392.363958,2129,27091.225508
-20339.726703,1461,27123.487821
-20030.252533,3079,27166.465143
-20048.018997,3056,27242.108788
-20014.426654,2344,27273.489837
-4234.15609,2279,27309.496018
-20260.365015,2178,27338.853489
-20149.823963,2857,27378.847185
-17808.462677,2247,27417.058381
-13722.636328,1051,27449.383506
-2090.991729,914,27462.467984
-20078.550303,1079,27477.296921
-20015.32537,2819,27517.238521
-20295.83487,2898,27561.643414
-20089.007878,2184,27593.292096
-13623.661139,2886,27673.966081
-3090.425613,1698,27707.175402
-3861.889676,1605,27726.640271
-1466.652965,798,27738.710-3535.-20139.111128,2110,27780.745747
-20030.427439,2053,27809.119537
-1645.276503,772,27820.9-20037.-20019.965814,2040,27873.41458
-20003.000418,1334,27907.258323
-20028.447665,589,27963.01-7126.5-20144.850489,2772,28001.8-20143.6-20160.035025,2296,28059.2-20136.4-20352.61885,1599,28081.44-20278.-20144.07418,1316,28098.29-4069.8-20069.83232,2424,28163.252485
-20096.399838,1412,28223.005196
-20226.995406,2423,28263.940906
-4702.455874,1285,28287.960145
-20493.915922,1972,28317.192868
-20202.70775,2696,28373.31876
-20064.421558,2484,28409.969
-20160.69974,2996,28451.440788
-20087.952536,2104,28480.046944
-20122.13476,2907,28521.261507
-20476.693624,2182,28558.820634
-3121.976272,1580,28587.271648
-20077.979083,2161,28616.431845
-20079.519295,1783,28643.112794
-20385.174185,1441,28661.277898
-3461.894486,1552,28695.56466
-20273.630331,1503,28714.444742
-20082.968138,2266,28751.911495
-20166.904142,1906,28780.614021
-20005.386899,1363,28797.377466
-1756.846426,739,28808.684106
-20060.522217,1927,28831.224802
-4716.494065,1113,28886.414605
-20012.630375,2997,28936.663074
-20172.786162,1041,28959.976201
-20159.838765,1535,28991.36896
-20267.338878,2297,29049.9413
-5222.516048,2068,29079.544093
-20148.888927,2016,29133.573054
-20200.088526,2486,29174.421121
-20456.259103,1962,29201.176697
-10106.30349,1493,29236.056398
-20239.456499,2261,29269.922463
-20135.559083,2390,29314.420841
-20034.637675,2996,29352.129842
-4221.768637,1548,29375.885984
-20425.935364,3861,29475.421639
-20209.929114,2511,29543.821804
-20150.12929,3184,29616.800397
-20052.29743,2735,29706.135943
-8367.408859,2343,29744.909333
-20195.255027,2137,29774.313388
-20631.905788,2644,29813.506664
-2612.912146,1309,29830.651294
-2932.204011,1103,29845.698819
-20119.122671,2313,29913.067383
-20171.951212,2159,29943.166417
-20020.400378,1933,29976.153037
-5224.272454,1842,30007.624716
-20216.153381,2758,30064.56033
-1671.93621,847,30080.974695
-20074.334731,1714,30106.779488
-20256.415081,2444,30139.049613
-20189.86593,2020,30167.680574
-20001.682776,1808,30206.911641
-20168.640408,806,30214.502655
-20003.965303,2866,30269.231238
-20134.636355,2847,30335.13696
-20046.509369,2413,30408.580308
-20032.243104,2538,30465.327493
-20194.398881,1580,30484.760596
-20142.165967,1732,30539.022063
-20173.884123,2166,30601.044442
-20088.245793,2402,30646.428064
-4676.009249,1432,30665.657984
-9144.236816,1939,30711.44441
-20096.906557,2112,30740.949307
-20044.102331,2502,30780.580365
-20165.974993,2304,30816.269206
-20029.033166,2373,30862.904254
-4705.29773,2083,30894.495195
-20291.915491,2676,30936.637376
-2259.144731,1069,30951.324303
-20174.046665,1753,31025.176173
-8073.978812,2505,31064.679711
-20164.246216,2179,31094.44506
-6154.691113,2671,31158.320173
-20304.968178,1976,31181.510118
-20162.91053,1031,31204.622414
-20001.24294,2575,31254.368675
-4357.134751,1798,31301.558723
-4479.14968,2206,31348.840087
-20037.638812,2524,31390.008051
-4513.55656,1682,31424.955771
-4662.25986,1763,31504.825954
-20216.897478,2351,31538.268878
-20143.7076,1555,31561.870363
-20098.696569,2045,31593.223756
-3345.095123,1446,31620.962
-20267.896084,2474,31677.312806
-20182.549429,2153,31707.055911
-20025.773928,3969,31784.440598
-20132.185091,2571,31824.453494
-2923.889597,1239,31847.047642
-20070.225794,3312,31892.069653
-20273.967761,2238,31922.146372
-20150.438776,2053,31958.312675
-20205.219854,3457,32112.659696
-20093.083245,1899,32142.986026
-20057.687747,2308,32187.175349
-20191.187574,2505,32222.474126
-20195.155031,3029,32265.112059
-20063.833261,3297,32315.205776
-4079.715335,1602,32338.612525
-20117.349198,2073,32370.961035
-4156.955423,2088,32400.276638
-20136.310731,2522,32473.468577
-20151.573043,2410,32521.861783
-20133.191374,1610,32546.078659
-4903.33964,2170,32580.380255
-20179.355568,2024,32609.301868
-4020.630387,1456,32627.850606
-20153.309157,2322,32658.493263
-20191.171686,2520,32695.88153
-20048.318192,2738,32752.826407
-20086.459115,2733,32813.769092
-3319.79129,1632,32848.143388
-20118.406114,2235,32885.747709
-20051.910237,1532,32904.704738
-20009.359921,2832,32949.22448
-7567.852398,2545,33062.115517
-20311.800723,2494,33127.200987
9.490861,1973,32850.189643
-20038.654934,2050,32886.056778
-6495.780629,2149,32915.088953
-13854.76032,2189,32949.297269
-20172.661446,2226,33053.352232
-20142.814128,2633,33125.587183

-3726.640317,1606,32958.46922
-20042.185289,2181,33063.461901
-3938.523742,2052,33124.481112
0001.997276,2747,33114.257133
234,3980,32900.947197
-20058.161808,2532,32942.739954
-20349.271996,3056,33060.363038
-20112.270829,1505,33111.644973
4.793384
-20061.597619,1829,32945.652392
-3417.737896,1772,33039.557677
-20021.516029,1946,33102.210126
-20036.471003,1905,33129.023457
075.03124,2467,33062.894056
,2309,32882.005659
-20031.549446,2043,32910.167248
-20169.791049,1789,32936.033617
-3220.676576,1731,32968.538481
-20122.261033,1570,33060.477103
-4315.300644,2148,33122.400075
