#{"t_start": 1714157917.1125946, "env_id": "LV_VAE_MESH-v0"}
r,l,t--10004.439534,5665,251.456784--10003.752993,6174,486.983079-1-10002.849991,5919,762.637257--10004.353868,5336,933.333972

2336.509363,1571,928.238069
