Wall time,Step,Value
1715005860.3544888,32768,-51.59626007080078
1715005993.0902414,49152,32.777305603027344
1715006125.500677,65536,-50.47544479370117
1715006261.3571558,81920,32.52272415161133
1715006403.2239225,98304,34.62653732299805
1715006542.8454156,114688,32.82402420043945
1715006680.116346,131072,32.53684616088867
1715006810.294571,147456,32.752655029296875
1715006949.2518237,163840,33.386314392089844
1715007079.7777987,180224,32.621437072753906
1715007211.96898,196608,33.23052978515625
1715007347.6208389,212992,32.96179962158203
1715007483.025046,229376,31.21183967590332
1715007622.9268022,245760,32.43745422363281
1715007762.9456296,262144,32.47632598876953
1715007902.0271342,278528,-50.48776626586914
1715008036.3868046,294912,-51.95986557006836
1715008169.2443912,311296,32.33683776855469
1715008302.3210871,327680,32.817710876464844
1715008434.2169185,344064,32.5699462890625
1715008566.210811,360448,32.21783447265625
1715008702.0121849,376832,32.58391189575195
1715008833.5212042,393216,33.64265823364258
1715008966.4382045,409600,32.68719482421875
1715009098.8179035,425984,32.42010498046875
1715009230.3345468,442368,32.72090530395508
1715009360.782888,458752,-51.25617218017578
1715009492.2625299,475136,33.564002990722656
1715009623.5893617,491520,-50.430625915527344
1715009754.8837178,507904,33.18436050415039
1715009886.3896348,524288,32.30529022216797
1715010017.8388534,540672,33.04576873779297
1715010149.0325015,557056,32.72380447387695
1715010280.448576,573440,33.34284210205078
1715010411.7090347,589824,33.6885871887207
1715010543.2392516,606208,33.8376350402832
1715010673.125772,622592,33.33668518066406
1715010803.4827166,638976,32.61779022216797
1715010933.9074762,655360,32.861183166503906
1715011066.3084486,671744,32.538307189941406
1715011197.7924125,688128,32.306827545166016
1715011331.3925772,704512,30.339950561523438
1715011465.895236,720896,32.441192626953125
1715011597.3590493,737280,32.60160827636719
1715011729.1140523,753664,32.696285247802734
1715011861.2137136,770048,-50.21696090698242
1715011993.6248398,786432,32.4329948425293
1715012124.4115646,802816,31.557022094726562
1715012255.6528056,819200,32.3111572265625
1715012391.0660813,835584,33.081581115722656
1715012533.8440251,851968,32.76353073120117
1715012664.927542,868352,32.47600555419922
1715012795.967975,884736,32.2161865234375
1715012926.3796847,901120,32.65445327758789
1715013062.4475918,917504,34.63538360595703
1715013198.463725,933888,32.6298942565918
1715013338.8334627,950272,32.61042022705078
1715013471.4569945,966656,33.47101593017578
1715013604.27192,983040,33.31998062133789
1715013740.3874393,999424,33.158260345458984
1715013879.3277884,1015808,32.78297805786133
