#{"t_start": 1676882321.6631973, "env_id": "PathColav3d-v0"}
r,l,t--21886.234347,74,0.646518--20284.907359,23,0.803065-2-22187.310541,34,1.063318-2-20959.468303,27,1.253434--22274.839594,29,1.47229-21691.594953,62,1.652508
-22298.191502,34,1.906712
-20189.649123,31,2.141279
-22108.227189,33,2.370152
--21821.006614,59,2.649729--20778.588171,38,2.929529--20505.375622,28,3.134023--24356.189368,27,3.32887
-20833.34342,38,3.61717
-24005.196741,19,3.775119
-2-20617.683838,53,4.094415-2-22229.234343,19,4.24553-20954.233957,49,4.546353
-20372.024661,31,4.803664
-21214.296917,37,5.091893
-21399.780144,29,5.302949
-23918.524636,28,5.510274
-20742.632669,34,5.75635
-20270.481216,33,6.010023
-2075-20793.322877,67,6.4160-2115-20998.724926,62,6.9242-2068-22501.689275,32,7.1583-21042.419798,66,7.446681
-2592-20412.613913,55,7.7833-2186-21387.861993,24,12.006-20516-20239.580794,16,12.129-20214.048738,42,12.371441
-20258.368827,50,12.740682
-21577.539721,46,13.072291
-20572.950269,26,13.265474
-21978.254596,41,13.559736
-21241-20489.700752,72,13.941-22542-20291.940102,47,14.32-21262.988768,52,14.452006
-24515.-20953.600909,46,14.86-21069.623798,52,15.218112
-20092.-20302.141217,46,15.49-20008.-21520.881417,58,15.96461
-20603.405559,17,16.102679
-20172.646785,23,16.277-20473-20883.462953,22,16.453-20661-20013.179642,76,17.033527
-20475.492747,90,17.675069
-20270.327432,35,17.927279
-21365.765077,30,18.150819
-20222.387188,28,18.366168
-20120.39553,83,19.00108
-21627.562232,34,19.247302
-21477.495906,38,19.527601
-20002.750284,81,24.138416
-20819.26841,30,24.35597
-20639.750885,28,24.573842
-20232.292071,46,24.986151
-21541.23896,68,25.607046
-20261.225726,24,25.837847
-20007.260328,73,26.505337
-20189.047254,64,27.058216
-21171.687763,42,27.41657
-21135.336264,79,28.104671
-20326.372118,90,28.896354
-23207.718052,18,29.050466
-21045.73185,56,29.527941
-24346.009231,30,29.760474
-20035.004091,67,30.345571
-20857.40798,63,30.931123
-21022.761685,52,31.411831
-20636.912934,21,31.612073
-20945.885985,91,32.362628
-21327.311455,94,37.361231
-20552.045587,54,37.818166
-20260.280672,68,38.394577
-20138.316637,121,39.531939
-21420.936752,58,40.0705
-20640.785088,65,40.655926
-20022.666855,106,41.703808
-21983.21647,73,42.451477
-20468.700286,91,43.255115
-20072.009216,134,44.42864
-20280.478828,114,45.369282
-20114.577444,59,45.86123
-20965.17068,121,51.387531
-20023.09251,106,52.312541
-20184.344923,89,53.106053
-20182.652476,126,54.212952
-20149.434303,100,55.194966
-20187.133054,115,56.238728
-20384.836405,90,56.996159
-20114.828646,40,57.322691
-20849.036974,73,57.932164
-20355.376056,69,58.551056
-20203.411523,75,59.184237
-20396.865171,97,64.309113
-20217.675074,213,66.135818
-20536.106603,125,67.285946
-20373.166228,207,69.121088
-20287.855597,181,70.832492
-20260.55076,209,72.745963
-20104.479742,180,78.572003
-20009.572353,273,80.890219
-20104.243395,282,83.400282
-20444.780497,188,85.11997
-20518.832503,189,91.057499
-20076.497621,231,93.160727
-20003.698261,236,95.337125
-20061.630978,215,97.239467
-20058.092202,368,104.793243
-20071.602359,456,108.709388
-20001.57637,317,111.961575
-20196.983534,351,119.880652
-20677.244464,343,122.954577
-20303.90997,423,127.057989
-20100.16104,325,134.624227
-20136.016735,407,138.263781
-20116.773745,378,145.951742
-20116.93424,410,149.693732
-20000.957689,513,154.620711
-20170.065121,635,164.305611
-20016.785592,735,174.771259
-20101.525464,565,179.801789
-20150.785506,420,187.526885
-20062.980424,618,192.885637
-20079.829915,671,203.290258
-20098.713806,442,207.458642
-20097.724988,1141,226.207024
-20198.484588,990,235.297895
-20139.510942,960,248.358752
-20179.902649,1207,267.296455
-20121.479686,1029,280.887068
-20002.159354,1486,298.600505
-20008.134161,1170,312.81187
-20121.566703,667,322.5735
-20148.107764,1806,347.107479
-20185.554006,1735,366.737748
-20040.145958,1730,389.792218
-20028.608002,1900,414.770236
-20137.223746,1109,428.408353
-20028.236136,1828,452.595409
-20216.509465,2354,481.252268
-20413.237101,2078,507.811166
-20101.802881,1694,531.406177
-20143.146958,1579,549.909308
-20012.830637,1916,575.428357
-20001.326717,3125,615.847425
-20086.947718,2315,644.951519
-20111.409539,1939,669.688462
-20045.261182,2360,703.253386
-20081.369116,2518,733.947841
-20000.866288,2664,769.858727
-20235.263534,2888,807.734528
-20083.251356,3180,848.754186
-20111.64387,3905,896.688797
-20233.757818,4347,957.05585
-20087.326979,2391,986.327899
-20139.70135,2351,1015.904775
-20094.444806,2131,1043.339242
-20053.928457,4964,1111.252638
-9445.738544,2315,1141.298278
-20095.161575,2619,1179.148816
-20172.734324,2659,1216.654897
-20186.203063,2128,1244.173511
-20019.855587,3691,1291.198996
-20000.717696,6636,1382.665766
-20000.086938,3455,1427.725025
-20019.901479,3377,1471.728268
-5797.63831,2549,1507.555016
-20187.773552,4559,1566.050714
-20086.775106,2178,1598.675094
-20002.873356,4320,1655.411201
-20001.427523,7572,1755.604699
-20074.523583,4452,1817.062193
-20034.893409,4166,1872.235673
-20000.913151,3835,1920.343307
-20244.010247,3357,1967.854142
-20174.694551,3062,2008.931586
-20151.409311,4531,2068.350709
-20199.172092,2239,2097.520913
-20264.525702,2776,2136.246348
-20018.714821,7219,2234.031712
-20014.068848,4682,2299.682793
-10716.874951,4903,2361.536683
-20080.946781,3118,2403.665757
-20019.721082,4029,2457.545053
-20220.130095,3646,2507.396178
-20108.556562,4379,2564.336511
-11445.880033,3503,2613.01138
-3823.867277,1459,2630.562886
-3445.362994,1332,2647.182709
-5772.057817,3448,2695.798727
-2769.400878,1175,2710.982707
-20035.364162,2639,2743.578486
-10892.439858,1721,2767.879984
-20071.088491,3380,2811.713407
-20004.343494,5214,2879.875037
-20170.79712,2718,2917.52896
-20205.653863,3052,2958.502026
-20005.482002,3085,3000.771487
-3143.156691,1178,3015.788949
-20062.375353,3258,3059.174983
-20282.934774,7186,3154.402219
-20086.410448,2987,3194.722156
-7471.233231,2770,3231.965707
-20141.792545,3588,3280.609448
-20113.567666,1901,3301.991915
-17448.053037,4646,3365.557478
-20224.09972,4985,3430.955039
-20196.357558,5260,3500.273412
-20078.550462,4059,3555.979057
-20170.595372,1980,3583.057172
-20251.373746,3715,3629.457111
-12916.235284,3570,3678.587245
-4437.083441,1902,3703.842844
-20156.72877,5304,3774.537612
-20035.0574,3160,3815.892624
-10858.998884,4481,3874.249072
-6549.564359,2999,3915.511444
-11923.915448,5466,3989.506233
-16199.569085,6227,4073.159556
-9776.724333,3845,4126.203131
-20160.898686,4382,4184.312652
-20049.639429,3844,4237.0425
-20207.3433,3126,4279.336159
-20095.55864,4001,4333.589381
-5499.087242,2748,4367.281055
-8312.437088,3513,4416.761184
-20000.699331,5237,4487.077139
-20110.059818,2010,4513.907119
-20057.900042,4430,4571.656538
-4795.766653,1655,4595.759892
-20183.602512,5526,4668.005916
-20001.990756,3851,4719.797558
-20076.990217,3840,4772.756936
-20013.780308,3588,4818.433247
-20077.399608,2380,4847.862766
-6386.292874,1916,4872.67024
-20179.049686,3491,4920.962025
-20294.847779,4505,4978.149363
-2840.056473,1295,4993.959684
-9496.5478,4372,5054.074962
-20142.898071,2327,5083.869627
-20081.801387,4143,5137.412109
