#{"t_start": 1676997645.5759246, "env_id": "PathColav3d-v0"}
r,l,t
-10576.224237,2592,21035.923827
-7740.949773,2035,21063.57662
-2290.315843,989,21077.100042
-20069.747675,2433,21107.984135
-20294.313499,3362,21156.149856
-20289.671435,1107,21170.458476
-4843.073725,2050,21197.316068
-20004.516982,1096,21211.40244
-20285.482657,3505,21256.213055
-20122.905218,2891,21295.578045
-20068.330957,1800,21320.616593
-1155.551837,633,21326.584839
-4328.330576,1744,21350.79396
-20253.596128,1454,21372.659859
-20455.985094,2138,21400.189731
-1959.760155,921,21412.701411
-1979.063354,949,21425.461474
-848.256087,490,21429.911696
-1027.465087,517,21434.561321
-785.77078,470,21443.223073
-20348.377153,1541,21461.491676
-928.868689,533,21470.357742
-20008.008777,1363,21487.175219
-2351.125246,1136,21502.015958
-20012.989571,1673,21525.995297
-9-20189.165953,2297,21549.3659-489-1181.09485,710,21555.9174-2009-20160.810235,2032,21583.010332
-1564.174472,908,21595.529419
-3636.038184,1401,21617.033499
-20000.868112,1144,21631.626094
-3907.296238,1239,21647.388984
-20087.462789,2031,21673.945616
-1348.549764,730,21684.60902
-1791.587428,828,21692.096396
-1636.446709,670,21702-20000.105693,3788,21724.841456
-20060.913235,1886,21746.349133
-1967.0-20129.176521,2171,21766.-20068.664073,1736,21782.00344
-20159.128612,1682,21802.014335
-1714.906438,869,21814.249604
-20181.822096,1610,21837.164216
-20107.006172,2962,21877.680685
-1306.861704,696,21883.895806
-20045.632,3319,21931.925797
-20032.616987,1393,21948.92224
-20117.749743,1672,21972.756294
-20073.066994,1764,21992.808713
-20092.115809,2249,22026.347564
-20122.951246,1369,22043.194898
-20062.061906,2055,22070.399854
-582.814527,475,22074.688091
-20112.820408,2094,22102.287045
-20260.496286,1108,22120.816667
-3699.368123,1858,22141.949637
-1763.910513,746,22153.228402
-20000.948222,950,22166.189171
-20092.905391,2502,22197.00937
-20027.853944,2983,22237.009325
-2772.351459,1302,22257.349584
-20155.753234,1311,22273.69748
-1759.589377,926,22286.319364
-20258.244371,1766,22310.49745
-7800.282758,1157,22325.417139
-2242.517818,902,22337.8177
-20004.490721,1820,22359.128841
-678.504262,498,22367.97967
-2190.17222,1081,22381.884151
-20093.888275,3109,22423.609447
-20153.162737,1408,22440.455761
-20181.798185,1750,22464.284001
-993.252379,583,22473.913161
-20031.351778,1743,22494.43967
-20207.916253,2645,22531.653316
-11459.596984,1825,22556.635317
-1376.075712,838,22564.326443
-743.631128,448,22572.707072
-20032.317712,2084,22600.548553
-20188.988527,3601,22646.839535
-1124.47636,586,22656.428054
-20140.509457,3524,22701.316441
-4280.067484,1098,22719.612892
-1524.425392,829,22727.108949
-20184.036853,1608,22749.932575
-701.221901,489,22754.363
-6999.881242,1647,22777.928064
-11303.719556,3547,22823.097197
-858.351401,531,22832.273221
-1603.979562,914,22844.724425
-1325.950198,542,22849.546889
-922.931376,529,22858.587631
-20019.323011,1904,22884.466584
-977.188482,608,22889.958754
-20012.816801,1720,22914.324733
-20131.639412,3065,22955.086813
-20228.21195,2010,22982.114412
-20129.84497,1546,23004.849271
-1075.396344,551,23009.910473
-833.655693,528,23018.905227
-20124.697123,1917,23040.535624
-1856.092529,801,23052.097394
-20164.202231,1565,23075.275168
-20057.737598,735,23081.991758
-803.400151,691,23092.511441
-2493.309372,1381,23113.627826
-2750.166991,1509,23131.679094
-4836.229867,2014,23159.249261
-20191.601369,1591,23177.710322
-2265.381198,832,23189.35935
-3532.915766,1251,23209.508682
-3528.347645,1359,23226.371617
-1725.124096,987,23239.706427
-2853.810727,1027,23253.16935
-20091.756846,1503,23271.057864
-20039.170432,1574,23293.759039
-1552.457772,603,23299.079202
-2085.320602,767,23310.304172
-894.278922,447,23318.72753
-1079.928249,504,23323.34037
-2649.804059,1081,23337.351774
-20417.806397,2197,23366.467211
-20304.863114,1811,23391.369804
-20018.491444,1651,23415.152987
-20181.141505,2468,23446.713829
-1398.07821,772,23458.152673
-20245.778751,1492,23476.125029
-20152.8611,2005,23502.563665
-1870.53954,707,23513.451365
-20097.794598,1561,23532.057127
-20039.585516,1159,23550.981297
-1570.324786,624,23556.695995
-20028.665988,1212,23571.971359
-2052.956849,1068,23585.907871
-20240.665428,881,23598.076392
-601-20296.520837,1580,23611.79-1251.1-20008.276757,3224,23653.944466
-13487.359947,3263,23700.807474
-2356.444712,1006,23714.347699
-1523.49929,707,23720.906089
-20161.807334,2274,23754.730501
-2237.341761,781,23761.857804
-3251.60676,1820,23787.467395
-2062.171591,894,23799.864053
-20085.618274,2220,23828.785784
-1913.526624,944,23841.434996
-801.338579,525,23850.174518
-20165.582126,3249,23892.188532
-3544.350142,1402,23908.932312
-2663.560827,1109,23923.225525
-924.902111,582,23932.82355
-750.593592,475,23937.242603
-7960.07189,2590,23973.941544
-20176.294136,1241,23989.327481
-20044.526381,2640,24026.626153
-1292.093804,744,24033.373795
-20075.855892,1220,24048.851708
-20117.960051,2462,24083.997736
-20046.845353,1330,24100.645436
-2103.020042,1088,24115.040387
-1651.468345,667,24125.532045
-4189.347992,1384,24142.284979
-1718.324457,862,24154.455057
-1197.603928,429,24158.37741
-925.873951,485,24167.183846
-2539.931876,955,24180.187564
-20186.376601,1540,24198.282512
-1551.313388,614,24208.138489
-969.518433,499,24212.632761
-20084.051961,2441,24247.861771
-1028.807611,637,24253.688962
-986.398403,500,24262.439323
-14315.338197,3293,24305.458217
-590.565265,459,24313.840342
-1048.697543,500,24318.542528
-20088.020457,2443,24349.692585
-952.572516,544,24358.819667
-20095.982462,1881,24384.407594
-20015.494856,2449,24415.195294
-1082.085649,575,24424.5977
-20152.073504,1721,24444.463486
-868.366066,527,24453.390898
-1700.322731,569,24462.550461
-9164.993881,2923,24497.796933
-6650.834139,1968,24524.580801
-20218.598961,1950,24550.354215
-827.463904,497,24559.064445
-20136.708641,2367,24589.664519
-20000.359881,3606,24639.39553
-1025.222433,557,24644.546604
-1947.264428,939,24657.164973
-1624.934688,690,24667.369434
-3691.919259,1036,24681.064492
-3297.064536,1413,24698.025247
-2329.325563,1210,24712.894319
-5501.817989,2717,24750.200598
-1624.956986,750,24761.376466
-20233.297182,2035,24788.906489
-674.396849,461,24793.070038
-3399.396528,1106,24807.496585
-20141.211775,915,24820.228805
351429,1406,24746.408336
-1165.565024,572,24751.818698
-20094.666109,2575,24788.501968
-20180.350073,2866,24823.478264
332,537,24737.564245
-20186.569244,1683,24761.416967
-1804.462733,719,24767.999765
-20263.487043,2087,24795.929879
-965.680716,542,24805.180883
.965982
-1832.26177,873,-14190.270807,2073,24790.492296
-835.702101,474,24794.8023
-1804.249224,10-20143.008153,2002-1618.170525,643,24818.961024
619,1201,24627.09572
-20187.757094,2442,24657.867996
-20086.013083,3937,24709.961312
-20213.526208,1174,24724.590335
-1131.427991,697,24735.230151
-1103.906312,663,24741.36432
-1109.264192,563,24750.678498
-20051.505043,2798,24789.500346
-2256.420285,665,24795.511322
-20044.93236,1598,24818.767545
-583.806027,492,24823.422269
.466356,1644,24681.282462
-1021.206893,612,24686.834797
-1067.879089,583,24696.219695
-4125.438362,1583,24714.491113
-20182.811173,2579,24750.568941
-1003.183134,473,24754.971092
-1717.370976,826,24766.747
-20148.078988,2550,24803.198187
-1531.961695,702,24809.686913
7.155205
-7756.902727,3089,24768.183302
-2223.294696,811,24780.038737
-20252.588221,1540,24802.774409
-2168.039075,762,24809.835255
